201016051530,25.95
201016051630,26.93
201016051730,26.93
201016051830,31.92
201016051930,48.92
201016052030,57.92
201016052130,63.98
201016052230,63.98
201016052330,67.99
20101705030,73.95
20101705130,77.96
20101705230,80.99
20101705330,80.99
20101805430,81.96
20101705530,81.96
20101705630,81.96
20101705730,79.91
20101705830,67.99
20101705930,51.96
201017051030,43.94
201017051130,35.92
201017051230,33.97
201017051330,32.99
201017051430,26.93
201017051530,25.95
201017051630,24.98
201017051730,24.98
201017051830,25.95
201017051930,34.95
201017052030,40.91
201017052130,48.92
201017052230,60.95
201017052330,59.97
20101805030,61.93
20101805130,66.91
20101805230,69.94
20101805330,72.97
20101905430,72.97
20101805630,64.96
20101805730,58.99
20101805830,48.92
20101805930,38.95
201018051030,33.97
201018051130,27.91
201018051230,24.98
201018051330,24
201018051430,21.95
201018051530,19.99
201018051630,20.97
201018051730,18.91
201018051830,18.91
201018051930,25.95
201018052030,33.97
201018052130,39.93
201018052230,37.98
201018052330,44.92
20101905030,49.9
20101905130,52.93
20101905230,52.93
20101905330,51.96
20102005430,46.97
20101905630,47.95
20101905830,49.9
20101905930,44.92
201019051030,41.98
201019051130,34.95
201019051230,27.91
201019051330,24
201019051430,22.92
201019051530,24
201019051630,22.92
201019051730,24.98
201019051830,25.95
201019051930,30.94
201019052030,37.98
201019052130,49.9
201019052230,51.96
201019052330,52.93
20102005030,55.96
20102005130,61.93
20102005330,73.95
20102005530,66.91
20102005630,60.95
20102005730,52.93
20102005830,48.92
20102005930,46.97
201020051130,38.95
201020051230,34.95
201020051330,32.99
201020051430,27.91
201020051530,25.95
201020052030,39.93
201020052130,50.98
201020052230,52.93
201020052330,59.97
20102105030,66.91
20102105130,67.99
20102105230,73.95
20102105430,75.9
20102205430,75.9
20102105530,77.96
20102105630,79.91
20102105730,74.93
20102105930,56.94
201021051030,47.95
201021051130,42.96
201021051230,34.95
201021051330,32.99
201022051230,35.92
201022051430,26.93
201022051530,25.95
201022051630,25.95
201022051730,25.95
201022051830,35.92
201022051930,51.96
201022052130,60.95
201022052330,66.91
20102305030,72.97
20102305130,75.9
20102305230,79.91
201024051430,33.97
201024051530,25.95
201024051630,24
201024051730,27.91
201024051830,47.95
201024051930,57.92
